Age,Hours_Worked_Per_Week,Mental_Health_Condition,gender,industry,Location,sleep_Quality,stress_Level,access_to_Mental_Health_Resource,physical_Activity,region
22-32,50,ill,Female,Consulting,Onsite,Good,Low,No,Not At All,Africa
32-42,26,fit,Other,Retail,Remote,Good,Low,Yes,Not At All,Oceania
>42,38,ill,Male,Finance,Hybrid,Poor,Medium,No,Not At All,Oceania
>42,57,ill,Male,Healthcare,Onsite,Poor,Low,No,Weekly,South America
>42,26,ill,Other,Retail,Remote,Good,Medium,No,Daily,North America
22-32,41,ill,Other,Finance,Remote,Average,Low,Yes,Weekly,South America
>42,41,ill,Male,Retail,Remote,Poor,High,Yes,Weekly,Asia
32-42,25,fit,Male,IT,Hybrid,Good,Medium,No,Not At All,Oceania
>42,56,ill,Male,Consulting,Remote,Poor,Medium,No,Weekly,Europe
>42,43,fit,Other,Education,Remote,Poor,Medium,No,Not At All,North America
32-42,39,ill,Female,Education,Remote,Poor,High,Yes,Not At All,Europe
>42,39,ill,Other,Healthcare,Remote,Poor,Medium,Yes,Weekly,North America
32-42,53,ill,Other,IT,Onsite,Poor,High,No,Daily,Africa
>42,27,ill,Other,Consulting,Remote,Average,Medium,Yes,Weekly,Asia
22-32,47,ill,Other,Retail,Onsite,Poor,Low,No,Daily,Africa
>42,29,fit,Other,Manufacturing,Hybrid,Good,High,Yes,Daily,Oceania
32-42,41,ill,Male,Consulting,Remote,Good,Low,No,Weekly,Europe
>42,22,ill,Other,Healthcare,Remote,Poor,Low,Yes,Weekly,South America
32-42,41,fit,Female,Healthcare,Onsite,Average,Medium,Yes,Weekly,North America
>42,44,ill,Male,Healthcare,Onsite,Average,Medium,Yes,Daily,Africa
22-32,57,fit,Other,Consulting,Remote,Average,Low,No,Weekly,South America
>42,43,fit,Female,Retail,Remote,Average,High,Yes,Daily,Asia
22-32,43,ill,Female,Consulting,Hybrid,Poor,Low,Yes,Weekly,North America
>42,20,ill,Female,Retail,Onsite,Poor,High,No,Daily,Europe
>42,55,ill,Male,Retail,Hybrid,Poor,Low,Yes,Daily,Europe
>42,44,ill,Other,IT,Hybrid,Average,High,Yes,Not At All,Europe
>42,37,fit,Other,Retail,Hybrid,Poor,Low,Yes,Weekly,Asia
22-32,59,fit,Other,Manufacturing,Remote,Poor,High,No,Daily,North America
32-42,43,ill,Male,IT,Remote,Average,Low,Yes,Weekly,Europe
32-42,57,ill,Male,Manufacturing,Onsite,Average,Medium,No,Weekly,South America
>42,51,ill,Female,Education,Onsite,Average,Low,No,Daily,Asia
>42,39,ill,Male,Retail,Onsite,Poor,High,Yes,Weekly,Oceania
32-42,56,ill,Other,Healthcare,Onsite,Average,Medium,No,Weekly,Asia
22-32,53,ill,Other,Finance,Hybrid,Average,Medium,Yes,Daily,North America
22-32,33,ill,Female,IT,Hybrid,Poor,Medium,No,Weekly,Europe
>42,47,fit,Other,Retail,Remote,Good,High,Yes,Daily,Oceania
>42,42,ill,Other,IT,Hybrid,Average,Medium,Yes,Not At All,Asia
32-42,32,ill,Male,Education,Remote,Average,High,Yes,Weekly,Oceania
22-32,58,ill,Other,Finance,Onsite,Poor,High,No,Daily,Asia
22-32,46,ill,Female,Education,Onsite,Poor,Medium,No,Not At All,Africa
>42,29,ill,Male,Retail,Onsite,Poor,Medium,Yes,Daily,North America
22-32,39,ill,Other,IT,Remote,Good,Medium,Yes,Weekly,Africa
>42,24,ill,Male,Healthcare,Hybrid,Poor,Low,Yes,Not At All,Asia
>42,30,fit,Male,Consulting,Onsite,Average,High,No,Weekly,South America
32-42,37,ill,Female,Consulting,Remote,Average,High,Yes,Not At All,Africa
>42,32,fit,Other,Consulting,Onsite,Good,Medium,No,Not At All,South America
32-42,49,ill,Female,IT,Onsite,Average,High,No,Weekly,Europe
32-42,24,ill,Female,Manufacturing,Onsite,Poor,Low,No,Daily,Oceania
>42,20,fit,Other,Finance,Hybrid,Good,Low,Yes,Daily,Europe
22-32,41,ill,Female,Consulting,Onsite,Poor,Low,No,Weekly,Asia
>42,27,ill,Other,Finance,Hybrid,Poor,High,Yes,Not At All,Africa
>42,43,fit,Other,Manufacturing,Onsite,Average,High,No,Daily,Europe
>42,34,ill,Male,IT,Onsite,Average,Medium,No,Not At All,Asia
22-32,20,ill,Female,Consulting,Remote,Poor,Low,Yes,Daily,Oceania
>42,49,fit,Other,Finance,Remote,Good,Low,Yes,Not At All,South America
22-32,39,ill,Other,Finance,Remote,Poor,Low,Yes,Daily,Oceania
>42,56,fit,Female,Healthcare,Hybrid,Average,Medium,Yes,Daily,South America
22-32,55,fit,Male,Retail,Onsite,Average,Low,No,Weekly,Europe
>42,59,fit,Male,Retail,Remote,Average,High,No,Daily,North America
22-32,33,fit,Other,Manufacturing,Hybrid,Average,Low,Yes,Weekly,North America
>42,42,ill,Female,IT,Onsite,Good,Medium,Yes,Not At All,Africa
32-42,22,ill,Other,IT,Remote,Good,Low,No,Daily,South America
>42,42,ill,Male,IT,Onsite,Good,Low,No,Weekly,Africa
>42,31,ill,Female,Healthcare,Remote,Average,Low,No,Weekly,Europe
22-32,40,ill,Other,Finance,Remote,Poor,High,No,Daily,Africa
>42,20,ill,Other,Manufacturing,Remote,Good,High,Yes,Not At All,Asia
>42,28,ill,Other,Consulting,Onsite,Poor,High,No,Weekly,Africa
22-32,35,fit,Other,IT,Onsite,Good,Medium,Yes,Daily,South America
32-42,60,ill,Other,Manufacturing,Remote,Poor,High,No,Daily,Europe
>42,58,ill,Other,Retail,Onsite,Average,High,No,Not At All,South America
22-32,28,ill,Female,Finance,Remote,Average,High,No,Daily,North America
22-32,44,ill,Male,IT,Remote,Poor,Low,No,Weekly,Europe
>42,50,ill,Other,Consulting,Onsite,Average,Medium,Yes,Not At All,Oceania
>42,60,ill,Other,Finance,Remote,Poor,Medium,Yes,Weekly,Europe
>42,53,fit,Female,Finance,Hybrid,Good,High,No,Weekly,Europe
>42,36,ill,Male,IT,Remote,Average,Low,Yes,Weekly,Asia
>42,24,ill,Other,Retail,Hybrid,Average,High,Yes,Not At All,Africa
>42,25,ill,Female,Retail,Remote,Average,High,Yes,Daily,South America
22-32,47,ill,Female,Consulting,Remote,Average,Medium,No,Weekly,Africa
32-42,50,ill,Other,Consulting,Remote,Good,Low,Yes,Weekly,Africa
32-42,40,ill,Other,IT,Hybrid,Poor,High,Yes,Daily,Europe
>42,39,ill,Female,Finance,Onsite,Good,Low,No,Not At All,Oceania
22-32,54,ill,Female,Consulting,Onsite,Poor,High,Yes,Not At All,Oceania
32-42,44,ill,Male,Manufacturing,Hybrid,Good,High,Yes,Weekly,North America
>42,33,ill,Female,Retail,Remote,Good,High,Yes,Not At All,Europe
>42,25,ill,Female,Healthcare,Hybrid,Poor,High,Yes,Daily,Africa
22-32,33,fit,Male,IT,Onsite,Poor,High,No,Daily,Africa
>42,31,ill,Other,Education,Remote,Poor,Low,Yes,Not At All,Europe
32-42,36,ill,Male,Education,Remote,Average,Low,Yes,Weekly,Asia
32-42,35,ill,Other,Consulting,Remote,Good,Medium,No,Daily,North America
32-42,24,ill,Other,Finance,Remote,Poor,Low,Yes,Daily,Oceania
>42,50,ill,Other,Manufacturing,Hybrid,Poor,High,Yes,Weekly,North America
22-32,30,ill,Female,Retail,Hybrid,Average,High,No,Daily,Oceania
>42,38,fit,Other,Consulting,Onsite,Poor,High,No,Not At All,Europe
>42,40,ill,Other,Consulting,Onsite,Poor,Low,No,Weekly,South America
22-32,40,ill,Male,Retail,Remote,Average,Medium,Yes,Weekly,Oceania
32-42,29,ill,Female,IT,Remote,Poor,High,No,Not At All,Africa
22-32,42,ill,Other,Manufacturing,Onsite,Average,High,Yes,Weekly,South America
32-42,50,ill,Female,Consulting,Hybrid,Good,Low,Yes,Not At All,Europe
>42,23,fit,Other,Retail,Remote,Average,Low,No,Daily,Europe
>42,31,ill,Other,Retail,Remote,Poor,High,No,Daily,Asia
22-32,44,ill,Other,IT,Onsite,Poor,Low,Yes,Daily,Europe
32-42,27,ill,Female,Retail,Hybrid,Average,Low,No,Daily,Europe
>42,59,fit,Female,Education,Remote,Poor,Medium,Yes,Daily,Oceania
>42,36,ill,Male,IT,Onsite,Good,Medium,Yes,Daily,Asia
22-32,26,ill,Female,Finance,Hybrid,Poor,Medium,No,Daily,Oceania
22-32,32,ill,Female,Retail,Onsite,Average,Low,Yes,Weekly,Europe
>42,23,fit,Male,Consulting,Hybrid,Poor,Low,Yes,Not At All,Africa
22-32,30,fit,Other,Manufacturing,Hybrid,Average,Low,Yes,Not At All,South America
32-42,24,ill,Male,Manufacturing,Onsite,Good,Medium,No,Daily,Africa
22-32,37,ill,Other,Education,Remote,Poor,Low,No,Not At All,Oceania
>42,41,fit,Male,Education,Onsite,Poor,High,No,Not At All,Europe
32-42,42,fit,Other,Finance,Remote,Good,Medium,Yes,Daily,North America
32-42,34,ill,Female,Manufacturing,Remote,Average,Medium,No,Daily,Europe
>42,54,ill,Other,Manufacturing,Hybrid,Good,Low,No,Daily,Oceania
22-32,29,ill,Other,Education,Hybrid,Good,Medium,Yes,Daily,Asia
>42,58,ill,Other,Finance,Hybrid,Poor,High,Yes,Daily,South America
32-42,57,ill,Other,Consulting,Onsite,Average,High,Yes,Daily,Oceania
>42,39,ill,Other,Finance,Remote,Good,Low,No,Weekly,Asia
>42,50,ill,Female,Retail,Hybrid,Poor,Low,No,Weekly,Oceania
22-32,42,ill,Other,Finance,Onsite,Good,Medium,Yes,Daily,Oceania
22-32,35,ill,Other,Manufacturing,Hybrid,Average,Low,Yes,Daily,Europe
22-32,54,fit,Male,Finance,Remote,Good,Low,Yes,Daily,Africa
>42,36,ill,Other,Consulting,Hybrid,Poor,High,No,Not At All,Europe
>42,26,ill,Other,IT,Remote,Good,High,Yes,Not At All,Asia
>42,55,ill,Other,Education,Onsite,Good,Medium,Yes,Daily,South America
>42,23,ill,Male,Finance,Onsite,Average,High,No,Daily,Asia
22-32,43,ill,Other,Consulting,Remote,Average,High,No,Daily,Europe
>42,44,ill,Other,Retail,Hybrid,Poor,Medium,Yes,Daily,Asia
22-32,36,ill,Female,Healthcare,Remote,Average,Low,No,Not At All,Europe
32-42,59,ill,Other,IT,Remote,Average,Medium,No,Not At All,Asia
>42,24,fit,Other,Manufacturing,Remote,Poor,Medium,Yes,Weekly,Africa
22-32,40,fit,Other,Education,Remote,Poor,High,Yes,Not At All,South America
32-42,30,ill,Other,Manufacturing,Hybrid,Poor,High,Yes,Not At All,Oceania
>42,51,ill,Other,Retail,Remote,Average,High,Yes,Weekly,Asia
32-42,37,ill,Female,Consulting,Hybrid,Poor,High,No,Weekly,Africa
32-42,54,ill,Other,Education,Remote,Average,Low,No,Weekly,Asia
>42,27,fit,Male,Education,Onsite,Average,High,No,Not At All,Oceania
>42,35,ill,Other,Consulting,Onsite,Good,Medium,Yes,Not At All,Europe
22-32,58,ill,Other,IT,Hybrid,Average,Medium,No,Weekly,North America
>42,22,ill,Other,Education,Onsite,Poor,High,No,Weekly,North America
32-42,59,ill,Male,IT,Hybrid,Good,Medium,No,Daily,Oceania
>42,22,ill,Other,Manufacturing,Hybrid,Poor,Low,Yes,Weekly,Africa
32-42,43,fit,Other,Finance,Onsite,Average,High,Yes,Not At All,Africa
>42,57,ill,Female,Healthcare,Onsite,Average,High,Yes,Not At All,Africa
22-32,56,ill,Other,IT,Hybrid,Good,Low,No,Not At All,North America
32-42,45,fit,Female,Finance,Remote,Poor,Medium,No,Not At All,Oceania
32-42,40,fit,Male,IT,Remote,Poor,High,No,Not At All,North America
>42,56,ill,Other,Education,Remote,Average,Low,Yes,Not At All,South America
32-42,45,ill,Male,Healthcare,Onsite,Poor,Medium,Yes,Not At All,Asia
32-42,35,fit,Female,Education,Hybrid,Average,Low,No,Not At All,Oceania
22-32,47,fit,Other,Finance,Onsite,Average,High,No,Not At All,Asia
32-42,59,ill,Other,Finance,Onsite,Poor,High,Yes,Weekly,Asia
22-32,27,ill,Female,Education,Hybrid,Average,Low,Yes,Not At All,South America
>42,22,ill,Other,Manufacturing,Remote,Poor,High,No,Not At All,Europe
>42,23,ill,Other,Manufacturing,Remote,Poor,Medium,No,Not At All,Africa
32-42,60,ill,Male,Manufacturing,Remote,Poor,Medium,No,Not At All,North America
22-32,40,fit,Other,IT,Remote,Average,High,No,Daily,North America
>42,60,ill,Other,Education,Hybrid,Good,Medium,No,Daily,Asia
32-42,41,ill,Other,Retail,Hybrid,Good,Low,No,Weekly,South America
22-32,41,fit,Male,Healthcare,Onsite,Average,High,Yes,Not At All,Europe
>42,26,ill,Other,IT,Onsite,Good,Low,Yes,Daily,South America
32-42,50,ill,Male,Finance,Hybrid,Good,High,No,Weekly,Oceania
22-32,26,ill,Male,Finance,Hybrid,Good,High,Yes,Not At All,Africa
32-42,29,ill,Other,Finance,Hybrid,Average,Low,No,Daily,Africa
32-42,28,ill,Other,Healthcare,Onsite,Good,Medium,Yes,Daily,Europe
>42,22,fit,Male,Manufacturing,Remote,Good,High,Yes,Weekly,South America
>42,52,fit,Female,Finance,Remote,Poor,Low,Yes,Weekly,North America
32-42,51,ill,Other,Finance,Remote,Good,High,No,Weekly,Asia
32-42,24,ill,Female,Healthcare,Hybrid,Poor,High,Yes,Not At All,Asia
32-42,41,ill,Other,Retail,Onsite,Good,Low,No,Weekly,Africa
>42,37,ill,Male,Education,Onsite,Good,Medium,Yes,Not At All,North America
22-32,53,ill,Other,Consulting,Onsite,Poor,Medium,No,Not At All,Africa
32-42,29,ill,Other,Healthcare,Onsite,Average,Medium,Yes,Not At All,South America
32-42,49,ill,Male,Retail,Hybrid,Good,High,Yes,Weekly,North America
32-42,54,ill,Other,Consulting,Remote,Good,Low,Yes,Not At All,Asia
>42,21,ill,Other,Manufacturing,Remote,Good,Low,No,Not At All,Africa
>42,20,ill,Male,Finance,Onsite,Poor,High,Yes,Not At All,Europe
22-32,25,ill,Male,Manufacturing,Onsite,Good,Medium,No,Not At All,North America
>42,24,ill,Other,Retail,Hybrid,Good,Low,Yes,Not At All,North America
>42,51,ill,Male,Consulting,Remote,Good,Low,Yes,Not At All,Oceania
32-42,59,ill,Male,Manufacturing,Hybrid,Poor,Low,Yes,Weekly,South America
>42,21,fit,Other,Manufacturing,Onsite,Good,Medium,No,Weekly,South America
>42,34,ill,Other,IT,Hybrid,Good,Low,Yes,Weekly,North America
32-42,46,ill,Male,Retail,Onsite,Poor,Medium,No,Daily,Africa
>42,32,ill,Other,Consulting,Remote,Average,Medium,No,Daily,Europe
>42,25,ill,Other,Finance,Hybrid,Average,Medium,Yes,Not At All,North America
22-32,51,ill,Other,Retail,Remote,Good,High,Yes,Daily,Asia
>42,31,fit,Female,Consulting,Onsite,Poor,High,Yes,Weekly,South America
>42,41,ill,Female,Manufacturing,Hybrid,Poor,High,Yes,Daily,Africa
32-42,54,fit,Male,Manufacturing,Onsite,Average,Low,Yes,Daily,North America
32-42,53,ill,Other,Retail,Remote,Poor,High,Yes,Daily,Europe
>42,60,ill,Male,IT,Hybrid,Good,Low,No,Weekly,Africa
>42,47,ill,Male,Finance,Remote,Poor,Low,No,Weekly,Oceania
>42,55,fit,Other,Consulting,Hybrid,Average,Medium,Yes,Daily,South America
>42,37,ill,Female,Retail,Remote,Good,Low,Yes,Not At All,Asia
>42,42,ill,Male,IT,Hybrid,Average,High,Yes,Not At All,South America
>42,40,ill,Female,IT,Onsite,Average,Low,Yes,Weekly,Oceania
22-32,21,ill,Other,Education,Onsite,Good,Low,No,Daily,Africa
22-32,38,ill,Female,Consulting,Onsite,Good,Low,Yes,Daily,Asia
32-42,20,ill,Other,Manufacturing,Remote,Good,High,No,Daily,Africa
>42,44,ill,Other,Retail,Onsite,Average,High,No,Weekly,South America
32-42,24,ill,Female,Consulting,Hybrid,Average,Medium,Yes,Daily,South America
32-42,48,ill,Male,Consulting,Remote,Good,Medium,Yes,Weekly,Africa
32-42,60,ill,Other,IT,Hybrid,Poor,Low,No,Weekly,North America
32-42,26,ill,Male,IT,Hybrid,Good,Low,No,Not At All,Europe
>42,24,ill,Female,IT,Hybrid,Average,High,No,Daily,South America
>42,41,ill,Male,Healthcare,Hybrid,Average,Low,No,Weekly,Oceania
>42,27,ill,Male,IT,Onsite,Good,Medium,No,Daily,Oceania
32-42,38,ill,Other,Education,Onsite,Good,Low,Yes,Daily,Africa
32-42,41,ill,Female,IT,Hybrid,Average,Low,Yes,Daily,Europe
32-42,20,ill,Female,Finance,Remote,Good,High,Yes,Daily,South America
32-42,22,ill,Female,Retail,Onsite,Poor,Medium,Yes,Weekly,South America
32-42,22,fit,Female,IT,Hybrid,Good,Medium,Yes,Weekly,North America
22-32,24,ill,Other,Education,Remote,Good,Medium,Yes,Not At All,South America
22-32,50,ill,Other,IT,Hybrid,Poor,Low,Yes,Weekly,South America
32-42,25,ill,Other,Healthcare,Hybrid,Good,Low,No,Daily,South America
>42,35,ill,Other,Education,Onsite,Average,High,No,Daily,Europe
32-42,40,ill,Male,Manufacturing,Remote,Poor,High,Yes,Daily,Africa
>42,50,fit,Male,Retail,Onsite,Average,High,No,Weekly,South America
32-42,51,fit,Other,Manufacturing,Onsite,Poor,High,Yes,Daily,Asia
>42,52,ill,Other,Consulting,Hybrid,Average,Low,Yes,Weekly,Oceania
>42,42,ill,Male,Healthcare,Onsite,Average,Medium,No,Not At All,Africa
32-42,23,ill,Other,Manufacturing,Onsite,Average,High,Yes,Daily,Asia
>42,26,ill,Male,Education,Onsite,Good,Medium,No,Weekly,Oceania
>42,44,fit,Female,Consulting,Hybrid,Poor,High,Yes,Not At All,Asia
32-42,44,ill,Other,Healthcare,Onsite,Poor,High,No,Not At All,Europe
32-42,56,fit,Other,Manufacturing,Onsite,Average,Low,Yes,Weekly,South America
32-42,21,ill,Other,Finance,Hybrid,Average,Low,Yes,Daily,Europe
>42,29,ill,Other,Healthcare,Hybrid,Good,Low,No,Weekly,Oceania
>42,23,ill,Male,Retail,Onsite,Poor,High,Yes,Daily,Asia
>42,34,ill,Other,Healthcare,Remote,Good,Medium,Yes,Daily,Africa
>42,55,fit,Female,Healthcare,Onsite,Average,High,No,Weekly,Asia
32-42,51,ill,Female,Education,Onsite,Average,Medium,No,Daily,Asia
>42,53,ill,Other,Manufacturing,Hybrid,Good,High,No,Weekly,Africa
>42,53,ill,Other,Manufacturing,Remote,Poor,Medium,No,Daily,Asia
32-42,44,fit,Female,IT,Hybrid,Poor,Medium,No,Daily,Oceania
>42,33,ill,Other,Retail,Hybrid,Good,Medium,No,Daily,Africa
>42,34,ill,Other,IT,Remote,Poor,Medium,Yes,Not At All,Asia
22-32,38,fit,Female,Manufacturing,Onsite,Good,Low,No,Not At All,North America
32-42,29,ill,Female,Retail,Onsite,Poor,Low,Yes,Not At All,Europe
>42,38,ill,Other,IT,Remote,Average,High,No,Weekly,Europe
>42,41,fit,Female,Healthcare,Onsite,Average,High,Yes,Daily,Asia
22-32,33,ill,Other,Retail,Remote,Poor,High,No,Weekly,Oceania
>42,44,ill,Other,Finance,Onsite,Good,Low,No,Not At All,Europe
32-42,38,ill,Other,Healthcare,Remote,Average,Low,Yes,Weekly,Oceania
22-32,43,fit,Male,Retail,Onsite,Poor,Medium,No,Weekly,Asia
>42,41,ill,Female,Manufacturing,Remote,Poor,Low,No,Weekly,Asia
>42,50,fit,Male,Healthcare,Remote,Poor,Low,Yes,Daily,Africa
>42,47,ill,Other,Manufacturing,Remote,Good,High,No,Not At All,Asia
32-42,36,ill,Other,Manufacturing,Hybrid,Good,High,No,Weekly,Europe
>42,41,ill,Other,Retail,Remote,Average,High,Yes,Weekly,Asia
22-32,52,ill,Female,IT,Hybrid,Poor,High,Yes,Weekly,Oceania
>42,32,ill,Other,Consulting,Hybrid,Poor,Medium,Yes,Weekly,Africa
22-32,40,fit,Other,IT,Remote,Good,High,Yes,Not At All,North America
>42,23,ill,Other,Healthcare,Remote,Good,Medium,No,Daily,Europe
>42,50,ill,Female,Healthcare,Onsite,Good,Low,No,Weekly,Europe
>42,30,fit,Male,Consulting,Remote,Good,High,No,Daily,South America
32-42,25,fit,Female,Manufacturing,Hybrid,Poor,Low,No,Weekly,Asia
32-42,59,ill,Female,Healthcare,Onsite,Average,Medium,Yes,Weekly,Africa
32-42,45,ill,Female,Healthcare,Hybrid,Good,High,Yes,Daily,South America
32-42,36,ill,Other,Manufacturing,Onsite,Poor,Low,Yes,Not At All,Asia
>42,36,ill,Female,Healthcare,Onsite,Good,High,No,Not At All,South America
>42,49,ill,Other,Healthcare,Remote,Average,High,Yes,Weekly,North America
>42,60,ill,Male,Healthcare,Hybrid,Average,Low,No,Not At All,Africa
>42,32,ill,Male,IT,Remote,Poor,Low,No,Weekly,North America
32-42,39,ill,Other,Finance,Onsite,Poor,High,Yes,Not At All,South America
22-32,35,fit,Female,Finance,Hybrid,Poor,Low,Yes,Daily,Africa
22-32,42,ill,Female,Finance,Remote,Good,Medium,No,Not At All,North America
>42,21,ill,Male,Consulting,Hybrid,Average,High,No,Weekly,North America
>42,36,ill,Other,Retail,Onsite,Poor,Medium,No,Not At All,Asia
32-42,38,ill,Other,IT,Hybrid,Average,High,No,Daily,Europe
32-42,42,ill,Other,Consulting,Remote,Average,High,No,Not At All,Europe
22-32,53,ill,Male,Healthcare,Hybrid,Poor,Medium,No,Not At All,North America
>42,56,ill,Other,IT,Remote,Poor,High,No,Weekly,Europe
>42,28,fit,Other,Education,Hybrid,Good,High,No,Daily,Africa
>42,34,ill,Male,Healthcare,Remote,Poor,High,Yes,Not At All,Europe
32-42,24,ill,Female,Manufacturing,Hybrid,Poor,Low,No,Daily,Asia
>42,54,fit,Other,Finance,Hybrid,Average,Medium,No,Weekly,Africa
22-32,35,ill,Male,Retail,Onsite,Average,High,No,Weekly,North America
22-32,44,ill,Male,Education,Onsite,Average,Low,Yes,Weekly,South America
>42,31,ill,Other,Finance,Hybrid,Poor,Low,Yes,Not At All,Europe
22-32,54,ill,Other,Finance,Remote,Poor,Low,Yes,Daily,Africa
>42,25,fit,Male,Finance,Onsite,Average,Low,Yes,Not At All,North America
22-32,54,ill,Other,Healthcare,Remote,Good,Medium,No,Not At All,Oceania
32-42,33,ill,Other,Education,Remote,Poor,High,Yes,Not At All,Africa
>42,42,fit,Other,IT,Onsite,Good,High,Yes,Weekly,Oceania
>42,28,fit,Male,Healthcare,Hybrid,Average,Low,No,Daily,Asia
22-32,46,fit,Other,Retail,Onsite,Good,Medium,Yes,Daily,North America
22-32,29,ill,Other,Finance,Onsite,Poor,Low,Yes,Not At All,Asia
>42,59,fit,Other,Manufacturing,Hybrid,Poor,Medium,Yes,Weekly,South America
>42,28,ill,Female,Consulting,Hybrid,Good,High,No,Daily,North America
22-32,32,ill,Other,Retail,Hybrid,Average,Low,No,Not At All,Africa
22-32,56,fit,Other,Manufacturing,Hybrid,Poor,Low,Yes,Not At All,Asia
32-42,45,ill,Male,Finance,Remote,Poor,Low,No,Weekly,North America
32-42,23,ill,Other,IT,Hybrid,Good,High,Yes,Weekly,North America
32-42,21,ill,Male,Retail,Hybrid,Poor,High,No,Not At All,Africa
>42,30,ill,Other,Education,Onsite,Poor,High,No,Not At All,North America
>42,30,ill,Other,Healthcare,Remote,Poor,Medium,No,Daily,Africa
>42,49,ill,Male,Healthcare,Onsite,Poor,High,Yes,Daily,Africa
>42,32,fit,Female,Consulting,Onsite,Good,Medium,No,Weekly,Africa
22-32,25,ill,Female,Retail,Onsite,Average,High,Yes,Weekly,North America
>42,41,ill,Male,Healthcare,Onsite,Average,Medium,Yes,Not At All,South America
32-42,28,fit,Other,Consulting,Hybrid,Good,Low,No,Not At All,North America
32-42,30,ill,Female,Finance,Hybrid,Poor,High,No,Daily,South America
22-32,44,ill,Female,Consulting,Remote,Good,Medium,No,Weekly,Oceania
22-32,53,ill,Female,Manufacturing,Hybrid,Poor,Low,No,Weekly,Africa
22-32,60,ill,Other,IT,Remote,Average,Medium,No,Weekly,Asia
>42,22,ill,Other,Education,Hybrid,Good,High,Yes,Not At All,Oceania
32-42,43,ill,Other,Finance,Remote,Good,High,Yes,Daily,Oceania
32-42,60,ill,Female,Healthcare,Onsite,Average,Medium,Yes,Weekly,South America
32-42,36,fit,Male,Finance,Remote,Good,High,No,Not At All,South America
